fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
Três Rios;2023;11;Interior;0;1;11;1
Valença;2023;11;Interior;0;2;17;3
Varre-Sai;2023;11;Interior;0;1;0;0
Vassouras;2023;11;Interior;0;0;4;0
Volta Redonda;2023;11;Interior;8;6;41;10
Angra dos Reis;2023;12;Interior;1;8;20;3
Aperibé;2023;12;Interior;0;0;2;0
Araruama;2023;12;Interior;8;7;15;7
Areal;2023;12;Interior;0;0;1;1
Armação dos Búzios;2023;12;Interior;0;3;5;3
Arraial do Cabo;2023;12;Interior;1;0;4;1
Barra do Piraí;2023;12;Interior;1;0;19;0
Barra Mansa;2023;12;Interior;1;4;20;4
Belford Roxo;2023;12;Baixada Fluminense;94;29;6;46
Bom Jardim;2023;12;Interior;0;1;0;1
Bom Jesus do Itabapoana;2023;12;Interior;0;1;4;0
Cabo Frio;2023;12;Interior;4;19;26;11
Cachoeiras de Macacu;2023;12;Interior;1;2;4;0
Cambuci;2023;12;Interior;0;0;0;0
Carapebus;2023;12;Interior;0;0;1;1
Comendador Levy Gasparian;2023;12;Interior;0;0;1;0
Campos dos Goytacazes;2023;12;Interior;8;15;38;12
Cantagalo;2023;12;Interior;0;0;0;0
Cardoso Moreira;2023;12;Interior;0;0;3;1
Carmo;2023;12;Interior;0;0;3;0
Casimiro de Abreu;2023;12;Interior;0;1;1;1
Conceição de Macabu;2023;12;Interior;0;0;4;0
Cordeiro;2023;12;Interior;0;1;0;0
Duas Barras;2023;12;Interior;0;0;1;0
Duque de Caxias;2023;12;Baixada Fluminense;203;67;19;130
Engenheiro Paulo de Frontin;2023;12;Interior;0;0;0;0
Guapimirim;2023;12;Baixada Fluminense;2;4;4;1
Iguaba Grande;2023;12;Interior;1;6;2;0
Itaboraí;2023;12;Interior;14;19;5;10
Itaguaí;2023;12;Baixada Fluminense;6;8;5;17
Italva;2023;12;Interior;0;1;1;0
Itaocara;2023;12;Interior;0;2;4;3
Itaperuna;2023;12;Interior;1;2;10;3
Itatiaia;2023;12;Interior;0;1;5;1
Japeri;2023;12;Baixada Fluminense;2;4;2;5
Laje do Muriaé;2023;12;Interior;0;0;0;0
Macaé;2023;12;Interior;1;6;28;3
Macuco;2023;12;Interior;0;0;0;0
Magé;2023;12;Baixada Fluminense;9;30;5;10
Mangaratiba;2023;12;Interior;2;11;8;2
Maricá;2023;12;Grande Niterói;4;7;4;3
Mendes;2023;12;Interior;0;1;2;3
Mesquita;2023;12;Baixada Fluminense;22;18;11;4
Miguel Pereira;2023;12;Interior;0;1;1;0
Miracema;2023;12;Interior;0;1;5;1
Natividade;2023;12;Interior;0;1;0;1
Nilópolis;2023;12;Baixada Fluminense;18;33;2;4
Niterói;2023;12;Grande Niterói;14;41;12;24
Nova Friburgo;2023;12;Interior;0;14;30;7
Nova Iguaçu;2023;12;Baixada Fluminense;92;70;7;47
Paracambi;2023;12;Baixada Fluminense;1;0;3;0
Paraíba do Sul;2023;12;Interior;0;0;4;0
Paraty;2023;12;Interior;1;1;6;2
Paty do Alferes;2023;12;Interior;0;0;2;0
Petrópolis;2023;12;Interior;0;4;34;3
Pinheiral;2023;12;Interior;1;0;5;1
Piraí;2023;12;Interior;1;1;2;1
Porciúncula;2023;12;Interior;0;1;2;0
Porto Real;2023;12;Interior;0;1;4;1
Quatis;2023;12;Interior;0;0;0;0
Queimados;2023;12;Baixada Fluminense;3;20;4;10
Quissamã;2023;12;Interior;0;1;2;2
Resende;2023;12;Interior;0;0;17;1
Rio Bonito;2023;12;Interior;4;5;4;4
Rio Claro;2023;12;Interior;0;0;0;0
Rio das Flores;2023;12;Interior;0;0;0;0
Rio das Ostras;2023;12;Interior;2;17;25;5
Rio de Janeiro;2023;12;Capital;973;671;98;538
Santa Maria Madalena;2023;12;Interior;0;0;0;0
Santo Antônio de Pádua;2023;12;Interior;0;2;10;0
São Francisco de Itabapoana;2023;12;Interior;1;1;9;4
São Fidélis;2023;12;Interior;0;1;4;1
São Gonçalo;2023;12;Grande Niterói;97;112;21;41
São João da Barra;2023;12;Interior;0;0;3;2
São João de Meriti;2023;12;Baixada Fluminense;47;39;17;34
São José de Ubá;2023;12;Interior;0;0;0;0
São José do Vale do Rio Preto;2023;12;Interior;0;1;0;1
São Pedro da Aldeia;2023;12;Interior;3;5;6;6
São Sebastião do Alto;2023;12;Interior;1;0;0;0
Sapucaia;2023;12;Interior;0;0;0;1
Saquarema;2023;12;Interior;4;6;4;5
Seropédica;2023;12;Baixada Fluminense;10;2;0;4
Silva Jardim;2023;12;Interior;1;2;0;1
Sumidouro;2023;12;Interior;0;1;3;0
Tanguá;2023;12;Interior;1;0;1;1
Teresópolis;2023;12;Interior;0;5;18;3
Trajano de Moraes;2023;12;Interior;0;0;0;0
Três Rios;2023;12;Interior;1;3;6;1
Valença;2023;12;Interior;0;0;13;0
Varre-Sai;2023;12;Interior;0;0;0;0
Vassouras;2023;12;Interior;0;0;2;1
Volta Redonda;2023;12;Interior;9;5;22;7
Angra dos Reis;2024;1;Interior;3;2;25;2
Aperibé;2024;1;Interior;0;0;1;0
Araruama;2024;1;Interior;4;10;13;5
Areal;2024;1;Interior;0;0;0;0
Armação dos Búzios;2024;1;Interior;1;4;9;2
Arraial do Cabo;2024;1;Interior;0;1;3;1
Barra do Piraí;2024;1;Interior;0;0;15;2
Barra Mansa;2024;1;Interior;2;6;14;2
Belford Roxo;2024;1;Baixada Fluminense;97;31;14;46
Bom Jardim;2024;1;Interior;0;1;1;1
Bom Jesus do Itabapoana;2024;1;Interior;0;1;2;4
Cabo Frio;2024;1;Interior;5;24;26;15
Cachoeiras de Macacu;2024;1;Interior;1;2;3;0
Cambuci;2024;1;Interior;0;0;1;0
Carapebus;2024;1;Interior;0;0;1;0
Comendador Levy Gasparian;2024;1;Interior;0;0;0;0
Campos dos Goytacazes;2024;1;Interior;8;17;33;13
Cantagalo;2024;1;Interior;0;0;1;0
Cardoso Moreira;2024;1;Interior;0;0;1;0
Carmo;2024;1;Interior;0;0;4;0
Casimiro de Abreu;2024;1;Interior;0;0;5;1
Conceição de Macabu;2024;1;Interior;1;0;1;0
Cordeiro;2024;1;Interior;0;0;0;1
Duas Barras;2024;1;Interior;0;0;2;0
Duque de Caxias;2024;1;Baixada Fluminense;230;70;26;151
Engenheiro Paulo de Frontin;2024;1;Interior;0;0;0;0
Guapimirim;2024;1;Baixada Fluminense;1;3;3;1
Iguaba Grande;2024;1;Interior;1;3;0;5
Itaboraí;2024;1;Interior;14;12;9;10
Itaguaí;2024;1;Baixada Fluminense;16;10;1;12
Italva;2024;1;Interior;0;0;2;0
Itaocara;2024;1;Interior;0;0;4;0
Itaperuna;2024;1;Interior;0;0;15;0
Itatiaia;2024;1;Interior;0;0;2;0
Japeri;2024;1;Baixada Fluminense;2;4;2;4
Laje do Muriaé;2024;1;Interior;0;0;0;0
Macaé;2024;1;Interior;3;5;42;4
Macuco;2024;1;Interior;0;0;0;0
Magé;2024;1;Baixada Fluminense;12;27;8;5
Mangaratiba;2024;1;Interior;1;8;5;5
Maricá;2024;1;Grande Niterói;5;17;5;8
Mendes;2024;1;Interior;0;1;0;0
Mesquita;2024;1;Baixada Fluminense;21;27;6;13
Miguel Pereira;2024;1;Interior;0;0;3;3
Miracema;2024;1;Interior;0;0;10;0
Natividade;2024;1;Interior;0;0;1;0
Nilópolis;2024;1;Baixada Fluminense;32;23;4;8
Niterói;2024;1;Grande Niterói;20;57;34;21
Nova Friburgo;2024;1;Interior;0;5;32;8
Nova Iguaçu;2024;1;Baixada Fluminense;126;89;7;57
Paracambi;2024;1;Baixada Fluminense;4;1;5;0
Paraíba do Sul;2024;1;Interior;0;1;7;1
Paraty;2024;1;Interior;1;0;10;0
Paty do Alferes;2024;1;Interior;0;1;3;0
Petrópolis;2024;1;Interior;1;7;38;6
Pinheiral;2024;1;Interior;0;1;4;1
Piraí;2024;1;Interior;0;6;4;3
Porciúncula;2024;1;Interior;0;0;1;0
Porto Real;2024;1;Interior;0;0;5;1
Quatis;2024;1;Interior;0;0;3;0
Queimados;2024;1;Baixada Fluminense;6;13;7;2
Quissamã;2024;1;Interior;1;0;2;1
Resende;2024;1;Interior;0;3;16;3
Rio Bonito;2024;1;Interior;3;6;3;1
Rio Claro;2024;1;Interior;1;0;1;1
Rio das Flores;2024;1;Interior;0;0;1;0
Rio das Ostras;2024;1;Interior;3;16;29;7
Rio de Janeiro;2024;1;Capital;1085;748;131;623
Santa Maria Madalena;2024;1;Interior;0;0;1;0
Santo Antônio de Pádua;2024;1;Interior;0;1;13;1
São Francisco de Itabapoana;2024;1;Interior;0;3;9;0
São Fidélis;2024;1;Interior;0;1;1;1
São Gonçalo;2024;1;Grande Niterói;68;87;21;44
São João da Barra;2024;1;Interior;1;1;4;1
São João de Meriti;2024;1;Baixada Fluminense;63;41;13;37
São José de Ubá;2024;1;Interior;0;0;0;0
São José do Vale do Rio Preto;2024;1;Interior;0;1;0;1
São Pedro da Aldeia;2024;1;Interior;2;8;10;2
São Sebastião do Alto;2024;1;Interior;0;0;0;0
Sapucaia;2024;1;Interior;0;0;1;0
Saquarema;2024;1;Interior;1;8;4;3
Seropédica;2024;1;Baixada Fluminense;10;6;1;8
Silva Jardim;2024;1;Interior;3;0;0;3
Sumidouro;2024;1;Interior;0;1;1;1
Tanguá;2024;1;Interior;1;3;4;4
Teresópolis;2024;1;Interior;0;8;16;2
Trajano de Moraes;2024;1;Interior;0;0;1;1
Três Rios;2024;1;Interior;0;1;17;1
Valença;2024;1;Interior;0;1;8;1
Varre-Sai;2024;1;Interior;0;0;1;0
Vassouras;2024;1;Interior;0;0;4;0
Volta Redonda;2024;1;Interior;5;7;39;10
Angra dos Reis;2024;2;Interior;0;5;12;2
Aperibé;2024;2;Interior;0;1;1;0
Araruama;2024;2;Interior;5;15;11;7
Areal;2024;2;Interior;0;0;1;0
Armação dos Búzios;2024;2;Interior;0;1;1;3
Arraial do Cabo;2024;2;Interior;0;5;5;2
Barra do Piraí;2024;2;Interior;0;0;10;0
Barra Mansa;2024;2;Interior;2;11;22;6
Belford Roxo;2024;2;Baixada Fluminense;101;36;8;74
Bom Jardim;2024;2;Interior;0;1;1;0
Bom Jesus do Itabapoana;2024;2;Interior;0;0;4;0
Cabo Frio;2024;2;Interior;5;21;30;12
Cachoeiras de Macacu;2024;2;Interior;0;2;6;0
Cambuci;2024;2;Interior;0;0;5;0
Carapebus;2024;2;Interior;0;0;1;0
Comendador Levy Gasparian;2024;2;Interior;0;0;0;0
Campos dos Goytacazes;2024;2;Interior;6;10;34;17
Cantagalo;2024;2;Interior;0;1;1;2
Cardoso Moreira;2024;2;Interior;0;0;4;0
Carmo;2024;2;Interior;0;0;3;0
Casimiro de Abreu;2024;2;Interior;0;3;3;1
Conceição de Macabu;2024;2;Interior;1;1;4;0
Cordeiro;2024;2;Interior;0;2;3;0
Duas Barras;2024;2;Interior;0;0;1;0
Duque de Caxias;2024;2;Baixada Fluminense;266;79;15;188
Engenheiro Paulo de Frontin;2024;2;Interior;0;0;0;0
Guapimirim;2024;2;Baixada Fluminense;1;1;3;1
Iguaba Grande;2024;2;Interior;0;1;0;1
Itaboraí;2024;2;Interior;21;12;16;15
Itaguaí;2024;2;Baixada Fluminense;8;11;4;15
Italva;2024;2;Interior;0;0;1;1
Itaocara;2024;2;Interior;0;0;1;1
Itaperuna;2024;2;Interior;0;1;10;3
Itatiaia;2024;2;Interior;0;0;4;1
Japeri;2024;2;Baixada Fluminense;6;6;2;7
Laje do Muriaé;2024;2;Interior;0;0;0;0
Macaé;2024;2;Interior;2;4;28;8
Macuco;2024;2;Interior;0;0;0;0
Magé;2024;2;Baixada Fluminense;2;20;5;7
Mangaratiba;2024;2;Interior;0;14;2;7
Maricá;2024;2;Grande Niterói;2;17;5;6
Mendes;2024;2;Interior;0;0;2;0
Mesquita;2024;2;Baixada Fluminense;32;17;2;12
Miguel Pereira;2024;2;Interior;0;0;4;0
Miracema;2024;2;Interior;0;0;7;0
Natividade;2024;2;Interior;0;0;1;0
Nilópolis;2024;2;Baixada Fluminense;16;22;2;9
Niterói;2024;2;Grande Niterói;16;68;15;27
Nova Friburgo;2024;2;Interior;0;2;24;2
Nova Iguaçu;2024;2;Baixada Fluminense;163;103;9;55
Paracambi;2024;2;Baixada Fluminense;0;0;3;0
Paraíba do Sul;2024;2;Interior;0;1;11;0
Paraty;2024;2;Interior;1;0;15;0
Paty do Alferes;2024;2;Interior;0;1;0;1
Petrópolis;2024;2;Interior;2;7;34;8
Pinheiral;2024;2;Interior;0;0;6;0
Piraí;2024;2;Interior;1;7;1;1
Porciúncula;2024;2;Interior;0;2;1;0
Porto Real;2024;2;Interior;0;0;2;1
Quatis;2024;2;Interior;0;0;3;0
Queimados;2024;2;Baixada Fluminense;7;9;3;21
Quissamã;2024;2;Interior;0;1;4;0
Resende;2024;2;Interior;0;0;15;2
Rio Bonito;2024;2;Interior;1;10;3;2
Rio Claro;2024;2;Interior;0;1;2;2
Rio das Flores;2024;2;Interior;0;0;0;0
Rio das Ostras;2024;2;Interior;0;15;22;4
Rio de Janeiro;2024;2;Capital;1206;743;161;796
Santa Maria Madalena;2024;2;Interior;0;0;0;0
Santo Antônio de Pádua;2024;2;Interior;0;1;10;0
São Francisco de Itabapoana;2024;2;Interior;1;2;12;1
São Fidélis;2024;2;Interior;0;1;2;0
São Gonçalo;2024;2;Grande Niterói;58;83;15;38
São João da Barra;2024;2;Interior;0;2;8;0
São João de Meriti;2024;2;Baixada Fluminense;75;45;17;61
São José de Ubá;2024;2;Interior;0;0;1;0
São José do Vale do Rio Preto;2024;2;Interior;0;1;2;2
São Pedro da Aldeia;2024;2;Interior;8;2;6;3
São Sebastião do Alto;2024;2;Interior;0;1;0;1
Sapucaia;2024;2;Interior;0;1;1;0
Saquarema;2024;2;Interior;6;4;8;5
Seropédica;2024;2;Baixada Fluminense;10;2;0;12
Silva Jardim;2024;2;Interior;0;0;1;0
Sumidouro;2024;2;Interior;0;0;5;0
Tanguá;2024;2;Interior;3;3;2;1
Teresópolis;2024;2;Interior;0;2;17;5
Trajano de Moraes;2024;2;Interior;0;0;2;0
Três Rios;2024;2;Interior;0;3;14;2
Valença;2024;2;Interior;0;3;19;2
Varre-Sai;2024;2;Interior;0;0;0;0
Vassouras;2024;2;Interior;0;0;4;0
Volta Redonda;2024;2;Interior;2;6;26;10
Angra dos Reis;2024;3;Interior;0;3;10;1
Aperibé;2024;3;Interior;0;0;0;0
Araruama;2024;3;Interior;1;7;23;8
Areal;2024;3;Interior;0;1;0;0
Armação dos Búzios;2024;3;Interior;0;2;7;2
Arraial do Cabo;2024;3;Interior;0;2;3;1
Barra do Piraí;2024;3;Interior;0;0;13;1
Barra Mansa;2024;3;Interior;7;1;13;6
Belford Roxo;2024;3;Baixada Fluminense;124;37;11;56
Bom Jardim;2024;3;Interior;0;0;6;0
Bom Jesus do Itabapoana;2024;3;Interior;0;1;6;0
Cabo Frio;2024;3;Interior;4;11;39;10
Cachoeiras de Macacu;2024;3;Interior;0;0;5;1
Cambuci;2024;3;Interior;0;0;4;0
Carapebus;2024;3;Interior;0;2;1;0
Comendador Levy Gasparian;2024;3;Interior;0;0;0;0
Campos dos Goytacazes;2024;3;Interior;3;12;45;7
Cantagalo;2024;3;Interior;0;1;0;2
Cardoso Moreira;2024;3;Interior;0;0;1;1
Carmo;2024;3;Interior;0;0;3;0
Casimiro de Abreu;2024;3;Interior;0;1;3;1
Conceição de Macabu;2024;3;Interior;0;1;1;0
Cordeiro;2024;3;Interior;0;2;1;2
Duas Barras;2024;3;Interior;0;0;1;0
Duque de Caxias;2024;3;Baixada Fluminense;275;92;13;150
Engenheiro Paulo de Frontin;2024;3;Interior;0;0;0;0
Guapimirim;2024;3;Baixada Fluminense;3;5;4;0
Iguaba Grande;2024;3;Interior;0;1;0;2
Itaboraí;2024;3;Interior;13;20;13;10
Itaguaí;2024;3;Baixada Fluminense;8;17;5;13
Italva;2024;3;Interior;0;2;1;0
Itaocara;2024;3;Interior;0;1;2;0
Itaperuna;2024;3;Interior;0;0;10;2
Itatiaia;2024;3;Interior;0;1;5;0
Japeri;2024;3;Baixada Fluminense;2;5;3;4
Laje do Muriaé;2024;3;Interior;0;0;0;0
Macaé;2024;3;Interior;1;3;36;2
Macuco;2024;3;Interior;0;0;0;0
Magé;2024;3;Baixada Fluminense;5;26;9;4
Mangaratiba;2024;3;Interior;0;7;4;3
Maricá;2024;3;Grande Niterói;0;19;7;9
Mendes;2024;3;Interior;0;0;4;1
Mesquita;2024;3;Baixada Fluminense;28;26;3;13
Miguel Pereira;2024;3;Interior;0;0;7;0
Miracema;2024;3;Interior;0;1;10;1
Natividade;2024;3;Interior;0;0;0;0
Nilópolis;2024;3;Baixada Fluminense;18;25;2;9
Niterói;2024;3;Grande Niterói;9;47;28;21
Nova Friburgo;2024;3;Interior;0;5;21;4
Nova Iguaçu;2024;3;Baixada Fluminense;171;98;15;51
Paracambi;2024;3;Baixada Fluminense;0;2;5;0
Paraíba do Sul;2024;3;Interior;0;2;13;1
Paraty;2024;3;Interior;1;0;9;4
Paty do Alferes;2024;3;Interior;0;0;0;1
Petrópolis;2024;3;Interior;1;4;35;4
Pinheiral;2024;3;Interior;0;0;2;0
Piraí;2024;3;Interior;1;0;1;1
Porciúncula;2024;3;Interior;0;0;4;0
Porto Real;2024;3;Interior;0;0;0;1
Quatis;2024;3;Interior;0;0;0;0
Queimados;2024;3;Baixada Fluminense;1;11;5;9
Quissamã;2024;3;Interior;0;3;3;3
Resende;2024;3;Interior;2;5;15;4
Rio Bonito;2024;3;Interior;2;3;3;1
Rio Claro;2024;3;Interior;1;0;1;0
Rio das Flores;2024;3;Interior;0;0;0;1
Rio das Ostras;2024;3;Interior;1;6;19;3
Rio de Janeiro;2024;3;Capital;1539;840;184;705
Santa Maria Madalena;2024;3;Interior;1;0;0;0
Santo Antônio de Pádua;2024;3;Interior;0;0;8;0
São Francisco de Itabapoana;2024;3;Interior;2;1;10;1
São Fidélis;2024;3;Interior;0;1;3;1
São Gonçalo;2024;3;Grande Niterói;52;108;16;41
São João da Barra;2024;3;Interior;1;2;2;1
São João de Meriti;2024;3;Baixada Fluminense;93;32;17;48
São José de Ubá;2024;3;Interior;0;0;1;0
São José do Vale do Rio Preto;2024;3;Interior;0;0;0;1
São Pedro da Aldeia;2024;3;Interior;3;6;8;3
São Sebastião do Alto;2024;3;Interior;0;0;0;0
Sapucaia;2024;3;Interior;0;0;5;1
Saquarema;2024;3;Interior;3;7;5;5
Seropédica;2024;3;Baixada Fluminense;9;6;0;8
Silva Jardim;2024;3;Interior;1;1;0;0
Sumidouro;2024;3;Interior;0;2;1;1
Tanguá;2024;3;Interior;2;2;3;1
Teresópolis;2024;3;Interior;0;4;13;3
Trajano de Moraes;2024;3;Interior;0;0;1;1
Três Rios;2024;3;Interior;0;2;15;3
Valença;2024;3;Interior;0;0;14;0
Varre-Sai;2024;3;Interior;0;0;1;0
Vassouras;2024;3;Interior;0;2;2;1
Volta Redonda;2024;3;Interior;3;14;35;11
Angra dos Reis;2024;4;Interior;2;1;12;2
Aperibé;2024;4;Interior;0;0;0;0
Araruama;2024;4;Interior;0;11;19;1
Areal;2024;4;Interior;0;0;0;0
Armação dos Búzios;2024;4;Interior;0;2;14;0
Arraial do Cabo;2024;4;Interior;0;2;4;2
Barra do Piraí;2024;4;Interior;0;0;19;0
Barra Mansa;2024;4;Interior;0;2;16;3
Belford Roxo;2024;4;Baixada Fluminense;118;37;12;89
Bom Jardim;2024;4;Interior;0;0;5;1
Bom Jesus do Itabapoana;2024;4;Interior;0;3;4;1
Cabo Frio;2024;4;Interior;3;11;41;7
Cachoeiras de Macacu;2024;4;Interior;0;1;3;1
Cambuci;2024;4;Interior;0;1;2;0
Carapebus;2024;4;Interior;0;0;1;0
Comendador Levy Gasparian;2024;4;Interior;0;0;1;0
Campos dos Goytacazes;2024;4;Interior;7;12;50;13
Cantagalo;2024;4;Interior;0;0;0;0
Cardoso Moreira;2024;4;Interior;0;0;1;0
Carmo;2024;4;Interior;0;1;10;0
Casimiro de Abreu;2024;4;Interior;1;3;5;3
Conceição de Macabu;2024;4;Interior;0;2;3;2
Cordeiro;2024;4;Interior;0;0;1;0
Duas Barras;2024;4;Interior;0;0;0;0
Duque de Caxias;2024;4;Baixada Fluminense;239;109;18;217
Engenheiro Paulo de Frontin;2024;4;Interior;0;0;0;0
Guapimirim;2024;4;Baixada Fluminense;1;3;1;3
Iguaba Grande;2024;4;Interior;0;0;0;2
Itaboraí;2024;4;Interior;14;28;12;11
Itaguaí;2024;4;Baixada Fluminense;8;6;0;7
Italva;2024;4;Interior;0;0;3;1
Itaocara;2024;4;Interior;0;2;1;3
Itaperuna;2024;4;Interior;0;1;26;5
Itatiaia;2024;4;Interior;0;0;5;3
Japeri;2024;4;Baixada Fluminense;5;5;3;8
Laje do Muriaé;2024;4;Interior;0;0;0;0
Macaé;2024;4;Interior;0;15;31;6
Macuco;2024;4;Interior;0;0;1;0
Magé;2024;4;Baixada Fluminense;8;27;9;8
Mangaratiba;2024;4;Interior;0;7;3;0
Maricá;2024;4;Grande Niterói;5;18;6;8
Mendes;2024;4;Interior;0;0;1;0
Mesquita;2024;4;Baixada Fluminense;30;25;10;18
Miguel Pereira;2024;4;Interior;0;1;2;0
Miracema;2024;4;Interior;0;0;12;0
Natividade;2024;4;Interior;1;0;4;2
Nilópolis;2024;4;Baixada Fluminense;23;32;1;8
Niterói;2024;4;Grande Niterói;12;48;7;25
Nova Friburgo;2024;4;Interior;0;6;34;4
Nova Iguaçu;2024;4;Baixada Fluminense;196;83;5;75
Paracambi;2024;4;Baixada Fluminense;0;4;3;1
Paraíba do Sul;2024;4;Interior;0;0;13;0
Paraty;2024;4;Interior;0;0;10;0
Paty do Alferes;2024;4;Interior;0;1;4;0
Petrópolis;2024;4;Interior;5;2;35;3
Pinheiral;2024;4;Interior;0;1;3;2
Piraí;2024;4;Interior;0;0;8;0
Porciúncula;2024;4;Interior;0;0;7;1
Porto Real;2024;4;Interior;0;0;6;0
Quatis;2024;4;Interior;0;0;4;0
Queimados;2024;4;Baixada Fluminense;6;8;8;6
Quissamã;2024;4;Interior;1;1;5;1
Resende;2024;4;Interior;1;3;15;5
Rio Bonito;2024;4;Interior;0;9;3;2
Rio Claro;2024;4;Interior;0;2;1;2
Rio das Flores;2024;4;Interior;0;0;0;0
Rio das Ostras;2024;4;Interior;2;8;24;3
Rio de Janeiro;2024;4;Capital;1217;808;142;786
Santa Maria Madalena;2024;4;Interior;0;0;0;0
Santo Antônio de Pádua;2024;4;Interior;0;1;7;0
São Francisco de Itabapoana;2024;4;Interior;2;1;15;1
São Fidélis;2024;4;Interior;0;7;2;3
São Gonçalo;2024;4;Grande Niterói;56;78;16;31
São João da Barra;2024;4;Interior;0;2;6;0
São João de Meriti;2024;4;Baixada Fluminense;93;40;20;43
São José de Ubá;2024;4;Interior;0;0;1;0
São José do Vale do Rio Preto;2024;4;Interior;0;0;0;0
São Pedro da Aldeia;2024;4;Interior;2;5;7;7
São Sebastião do Alto;2024;4;Interior;0;0;0;0
Sapucaia;2024;4;Interior;0;1;0;0
Saquarema;2024;4;Interior;3;8;4;3
Seropédica;2024;4;Baixada Fluminense;3;1;2;12
Silva Jardim;2024;4;Interior;0;1;2;1
Sumidouro;2024;4;Interior;0;0;3;1
Tanguá;2024;4;Interior;2;2;1;4
Teresópolis;2024;4;Interior;0;7;17;4
Trajano de Moraes;2024;4;Interior;0;0;0;0
Três Rios;2024;4;Interior;0;1;15;1
Valença;2024;4;Interior;0;3;10;0
Varre-Sai;2024;4;Interior;0;0;0;0
Vassouras;2024;4;Interior;0;0;6;0
Volta Redonda;2024;4;Interior;3;6;32;5
Angra dos Reis;2024;5;Interior;0;1;20;4
Aperibé;2024;5;Interior;0;0;2;0
Araruama;2024;5;Interior;5;7;22;5
Areal;2024;5;Interior;0;0;0;1
Armação dos Búzios;2024;5;Interior;0;1;9;2
Arraial do Cabo;2024;5;Interior;0;0;2;0
Barra do Piraí;2024;5;Interior;0;2;11;1
Barra Mansa;2024;5;Interior;1;3;21;5
Belford Roxo;2024;5;Baixada Fluminense;107;44;18;80
Bom Jardim;2024;5;Interior;0;0;3;0
Bom Jesus do Itabapoana;2024;5;Interior;0;0;7;1
Cabo Frio;2024;5;Interior;1;19;50;5
Cachoeiras de Macacu;2024;5;Interior;0;3;4;2
Cambuci;2024;5;Interior;0;3;4;0
Carapebus;2024;5;Interior;0;0;3;0
Comendador Levy Gasparian;2024;5;Interior;0;1;0;0
Campos dos Goytacazes;2024;5;Interior;9;12;38;14
Cantagalo;2024;5;Interior;0;0;0;0
Cardoso Moreira;2024;5;Interior;0;0;4;0
Carmo;2024;5;Interior;0;0;5;0
Casimiro de Abreu;2024;5;Interior;0;1;14;1
Conceição de Macabu;2024;5;Interior;0;1;1;1
Cordeiro;2024;5;Interior;0;0;0;0
Duas Barras;2024;5;Interior;0;0;2;0
Duque de Caxias;2024;5;Baixada Fluminense;287;89;24;178
Engenheiro Paulo de Frontin;2024;5;Interior;0;0;0;0
Guapimirim;2024;5;Baixada Fluminense;2;0;2;2
Iguaba Grande;2024;5;Interior;1;2;1;1
Itaboraí;2024;5;Interior;15;18;10;10
Itaguaí;2024;5;Baixada Fluminense;10;10;6;16
Italva;2024;5;Interior;0;0;1;0
Itaocara;2024;5;Interior;0;1;2;1
Itaperuna;2024;5;Interior;0;1;19;1
Itatiaia;2024;5;Interior;1;1;3;3
Japeri;2024;5;Baixada Fluminense;3;3;9;13
Laje do Muriaé;2024;5;Interior;0;0;2;0
Macaé;2024;5;Interior;2;15;47;7
Macuco;2024;5;Interior;0;0;0;0
Magé;2024;5;Baixada Fluminense;14;28;12;9
Mangaratiba;2024;5;Interior;0;5;5;5
Maricá;2024;5;Grande Niterói;3;16;10;9
Mendes;2024;5;Interior;0;0;4;0
Mesquita;2024;5;Baixada Fluminense;47;30;6;16
Miguel Pereira;2024;5;Interior;0;0;3;0
Miracema;2024;5;Interior;0;0;6;0
Natividade;2024;5;Interior;0;0;0;0
Nilópolis;2024;5;Baixada Fluminense;16;23;2;8
Niterói;2024;5;Grande Niterói;20;55;40;23
Nova Friburgo;2024;5;Interior;0;5;25;2
Nova Iguaçu;2024;5;Baixada Fluminense;208;105;14;58
Paracambi;2024;5;Baixada Fluminense;0;0;4;0
Paraíba do Sul;2024;5;Interior;0;1;10;0
Paraty;2024;5;Interior;0;1;13;0
Paty do Alferes;2024;5;Interior;0;0;2;0
Petrópolis;2024;5;Interior;0;3;44;8
Pinheiral;2024;5;Interior;0;0;6;0
Piraí;2024;5;Interior;0;2;4;0
Porciúncula;2024;5;Interior;0;1;4;2
Porto Real;2024;5;Interior;0;0;5;0
Quatis;2024;5;Interior;0;0;1;0
Queimados;2024;5;Baixada Fluminense;9;10;5;7
Quissamã;2024;5;Interior;2;1;8;2
Resende;2024;5;Interior;0;3;28;6
Rio Bonito;2024;5;Interior;1;7;7;2
Rio Claro;2024;5;Interior;0;1;1;0
Rio das Flores;2024;5;Interior;0;0;0;0
Rio das Ostras;2024;5;Interior;2;12;23;9
Rio de Janeiro;2024;5;Capital;1542;797;157;762
Santa Maria Madalena;2024;5;Interior;0;0;0;0
Santo Antônio de Pádua;2024;5;Interior;0;0;18;3
São Francisco de Itabapoana;2024;5;Interior;1;0;18;0
São Fidélis;2024;5;Interior;0;2;1;1
São Gonçalo;2024;5;Grande Niterói;49;105;16;37
São João da Barra;2024;5;Interior;1;2;2;1
São João de Meriti;2024;5;Baixada Fluminense;90;48;12;33
São José de Ubá;2024;5;Interior;0;0;0;0
