fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
São João da Barra;2014;6;Interior;3;1;5;2
São João de Meriti;2014;6;Baixada Fluminense;141;37;21;99
São José de Ubá;2014;6;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;6;Interior;0;0;1;0
São Pedro da Aldeia;2014;6;Interior;4;12;5;12
São Sebastião do Alto;2014;6;Interior;0;0;0;0
Sapucaia;2014;6;Interior;0;0;2;0
Saquarema;2014;6;Interior;3;13;1;5
Seropédica;2014;6;Baixada Fluminense;13;5;3;4
Silva Jardim;2014;6;Interior;1;1;1;1
Sumidouro;2014;6;Interior;0;1;0;1
Tanguá;2014;6;Interior;3;5;1;3
Teresópolis;2014;6;Interior;2;9;22;5
Trajano de Moraes;2014;6;Interior;0;0;0;0
Três Rios;2014;6;Interior;0;1;7;1
Valença;2014;6;Interior;0;1;3;0
Varre-Sai;2014;6;Interior;0;0;0;0
Vassouras;2014;6;Interior;0;1;0;0
Volta Redonda;2014;6;Interior;3;18;21;17
Angra dos Reis;2014;7;Interior;4;8;15;2
Aperibé;2014;7;Interior;0;0;0;0
Araruama;2014;7;Interior;7;22;5;8
Areal;2014;7;Interior;0;0;0;0
Armação dos Búzios;2014;7;Interior;1;6;6;4
Arraial do Cabo;2014;7;Interior;0;1;3;2
Barra do Piraí;2014;7;Interior;0;4;1;1
Barra Mansa;2014;7;Interior;1;19;15;8
Belford Roxo;2014;7;Baixada Fluminense;77;24;11;93
Bom Jardim;2014;7;Interior;0;2;2;1
Bom Jesus do Itabapoana;2014;7;Interior;0;1;11;0
Cabo Frio;2014;7;Interior;12;20;39;23
Cachoeiras de Macacu;2014;7;Interior;2;2;5;2
Cambuci;2014;7;Interior;0;0;0;0
Carapebus;2014;7;Interior;0;0;0;0
Comendador Levy Gasparian;2014;7;Interior;0;0;0;0
Campos dos Goytacazes;2014;7;Interior;18;54;58;38
Cantagalo;2014;7;Interior;0;0;2;0
Cardoso Moreira;2014;7;Interior;0;0;4;1
Carmo;2014;7;Interior;1;0;0;0
Casimiro de Abreu;2014;7;Interior;2;5;4;2
Conceição de Macabu;2014;7;Interior;2;1;2;0
Cordeiro;2014;7;Interior;0;3;0;1
Duas Barras;2014;7;Interior;0;0;0;0
Duque de Caxias;2014;7;Baixada Fluminense;276;93;48;197
Engenheiro Paulo de Frontin;2014;7;Interior;0;0;1;0
Guapimirim;2014;7;Baixada Fluminense;3;1;5;1
Iguaba Grande;2014;7;Interior;4;1;0;2
Itaboraí;2014;7;Interior;28;24;21;26
Itaguaí;2014;7;Baixada Fluminense;22;10;9;23
Italva;2014;7;Interior;0;0;0;0
Itaocara;2014;7;Interior;0;2;2;1
Itaperuna;2014;7;Interior;1;2;8;4
Itatiaia;2014;7;Interior;0;0;7;0
Japeri;2014;7;Baixada Fluminense;3;1;7;5
Laje do Muriaé;2014;7;Interior;0;0;1;0
Macaé;2014;7;Interior;34;21;14;19
Macuco;2014;7;Interior;0;0;0;0
Magé;2014;7;Baixada Fluminense;20;12;9;21
Mangaratiba;2014;7;Interior;0;4;3;4
Maricá;2014;7;Grande Niterói;16;12;6;17
Mendes;2014;7;Interior;0;1;2;0
Mesquita;2014;7;Baixada Fluminense;43;9;15;25
Miguel Pereira;2014;7;Interior;0;5;7;1
Miracema;2014;7;Interior;0;0;4;0
Natividade;2014;7;Interior;0;0;2;0
Nilópolis;2014;7;Baixada Fluminense;66;16;3;32
Niterói;2014;7;Grande Niterói;102;78;38;72
Nova Friburgo;2014;7;Interior;0;5;12;6
Nova Iguaçu;2014;7;Baixada Fluminense;231;73;44;116
Paracambi;2014;7;Baixada Fluminense;0;4;4;16
Paraíba do Sul;2014;7;Interior;0;2;6;1
Paraty;2014;7;Interior;0;2;1;2
Paty do Alferes;2014;7;Interior;0;0;0;0
Petrópolis;2014;7;Interior;0;15;26;6
Pinheiral;2014;7;Interior;0;0;2;1
Piraí;2014;7;Interior;0;0;9;0
Porciúncula;2014;7;Interior;0;0;5;1
Porto Real;2014;7;Interior;0;1;3;3
Quatis;2014;7;Interior;0;0;0;0
Queimados;2014;7;Baixada Fluminense;4;14;2;13
Quissamã;2014;7;Interior;4;4;0;2
Resende;2014;7;Interior;0;7;17;3
Rio Bonito;2014;7;Interior;9;9;3;6
Rio Claro;2014;7;Interior;0;0;0;1
Rio das Flores;2014;7;Interior;0;0;0;1
Rio das Ostras;2014;7;Interior;11;22;8;10
Rio de Janeiro;2014;7;Capital;1001;597;322;887
Santa Maria Madalena;2014;7;Interior;0;0;0;0
Santo Antônio de Pádua;2014;7;Interior;0;3;1;1
São Francisco de Itabapoana;2014;7;Interior;1;1;2;1
São Fidélis;2014;7;Interior;0;1;1;1
São Gonçalo;2014;7;Grande Niterói;335;115;65;268
São João da Barra;2014;7;Interior;2;1;3;2
São João de Meriti;2014;7;Baixada Fluminense;101;38;15;70
São José de Ubá;2014;7;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;7;Interior;0;1;1;0
São Pedro da Aldeia;2014;7;Interior;6;7;7;7
São Sebastião do Alto;2014;7;Interior;0;0;1;0
Sapucaia;2014;7;Interior;0;0;3;1
Saquarema;2014;7;Interior;7;14;4;3
Seropédica;2014;7;Baixada Fluminense;10;3;5;6
Silva Jardim;2014;7;Interior;0;3;0;3
Sumidouro;2014;7;Interior;0;0;1;0
Tanguá;2014;7;Interior;1;2;0;3
Teresópolis;2014;7;Interior;1;12;12;6
Trajano de Moraes;2014;7;Interior;0;0;0;0
Três Rios;2014;7;Interior;0;4;7;3
Valença;2014;7;Interior;0;5;8;2
Varre-Sai;2014;7;Interior;0;0;0;0
Vassouras;2014;7;Interior;0;2;2;0
Volta Redonda;2014;7;Interior;10;25;16;17
Angra dos Reis;2014;8;Interior;3;12;21;4
Aperibé;2014;8;Interior;0;0;0;0
Araruama;2014;8;Interior;2;13;11;5
Areal;2014;8;Interior;0;0;0;0
Armação dos Búzios;2014;8;Interior;1;2;2;0
Arraial do Cabo;2014;8;Interior;0;0;13;1
Barra do Piraí;2014;8;Interior;0;4;7;3
Barra Mansa;2014;8;Interior;1;11;22;8
Belford Roxo;2014;8;Baixada Fluminense;60;20;12;64
Bom Jardim;2014;8;Interior;0;0;2;0
Bom Jesus do Itabapoana;2014;8;Interior;0;0;5;0
Cabo Frio;2014;8;Interior;11;13;56;11
Cachoeiras de Macacu;2014;8;Interior;1;3;7;0
Cambuci;2014;8;Interior;0;0;3;1
Carapebus;2014;8;Interior;0;0;0;0
Comendador Levy Gasparian;2014;8;Interior;0;0;0;0
Campos dos Goytacazes;2014;8;Interior;13;62;53;33
Cantagalo;2014;8;Interior;0;0;3;0
Cardoso Moreira;2014;8;Interior;0;2;1;0
Carmo;2014;8;Interior;0;0;0;0
Casimiro de Abreu;2014;8;Interior;3;4;9;2
Conceição de Macabu;2014;8;Interior;2;2;0;3
Cordeiro;2014;8;Interior;0;1;4;1
Duas Barras;2014;8;Interior;0;0;0;0
Duque de Caxias;2014;8;Baixada Fluminense;274;106;55;211
Engenheiro Paulo de Frontin;2014;8;Interior;0;1;1;0
Guapimirim;2014;8;Baixada Fluminense;3;3;7;1
Iguaba Grande;2014;8;Interior;0;1;0;1
Itaboraí;2014;8;Interior;20;23;23;25
Itaguaí;2014;8;Baixada Fluminense;20;10;10;32
Italva;2014;8;Interior;0;0;0;0
Itaocara;2014;8;Interior;0;0;2;0
Itaperuna;2014;8;Interior;1;2;11;1
Itatiaia;2014;8;Interior;0;3;6;0
Japeri;2014;8;Baixada Fluminense;1;0;3;5
Laje do Muriaé;2014;8;Interior;0;0;0;0
Macaé;2014;8;Interior;23;25;35;19
Macuco;2014;8;Interior;0;0;0;0
Magé;2014;8;Baixada Fluminense;19;29;7;27
Mangaratiba;2014;8;Interior;1;3;3;3
Maricá;2014;8;Grande Niterói;13;14;5;12
Mendes;2014;8;Interior;0;0;3;0
Mesquita;2014;8;Baixada Fluminense;54;23;9;33
Miguel Pereira;2014;8;Interior;0;5;5;2
Miracema;2014;8;Interior;0;1;4;2
Natividade;2014;8;Interior;0;1;2;0
Nilópolis;2014;8;Baixada Fluminense;71;12;1;32
Niterói;2014;8;Grande Niterói;100;85;46;92
Nova Friburgo;2014;8;Interior;0;10;20;7
Nova Iguaçu;2014;8;Baixada Fluminense;257;57;34;93
Paracambi;2014;8;Baixada Fluminense;3;3;1;3
Paraíba do Sul;2014;8;Interior;1;3;6;1
Paraty;2014;8;Interior;0;5;2;2
Paty do Alferes;2014;8;Interior;0;0;0;0
Petrópolis;2014;8;Interior;1;20;21;15
Pinheiral;2014;8;Interior;0;0;1;0
Piraí;2014;8;Interior;0;0;3;2
Porciúncula;2014;8;Interior;0;0;2;0
Porto Real;2014;8;Interior;1;3;2;3
Quatis;2014;8;Interior;0;0;0;0
Queimados;2014;8;Baixada Fluminense;12;10;2;8
Quissamã;2014;8;Interior;3;2;2;2
Resende;2014;8;Interior;2;10;9;6
Rio Bonito;2014;8;Interior;7;6;3;4
Rio Claro;2014;8;Interior;0;3;0;0
Rio das Flores;2014;8;Interior;0;0;2;0
Rio das Ostras;2014;8;Interior;21;26;12;14
Rio de Janeiro;2014;8;Capital;1002;613;287;809
Santa Maria Madalena;2014;8;Interior;0;0;0;0
Santo Antônio de Pádua;2014;8;Interior;0;1;3;0
São Francisco de Itabapoana;2014;8;Interior;1;2;0;4
São Fidélis;2014;8;Interior;1;0;0;1
São Gonçalo;2014;8;Grande Niterói;245;100;100;222
São João da Barra;2014;8;Interior;3;1;4;1
São João de Meriti;2014;8;Baixada Fluminense;118;43;23;83
São José de Ubá;2014;8;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;8;Interior;0;0;0;0
São Pedro da Aldeia;2014;8;Interior;6;6;6;12
São Sebastião do Alto;2014;8;Interior;0;0;0;0
Sapucaia;2014;8;Interior;2;0;0;0
Saquarema;2014;8;Interior;2;19;0;12
Seropédica;2014;8;Baixada Fluminense;15;5;6;13
Silva Jardim;2014;8;Interior;2;0;0;5
Sumidouro;2014;8;Interior;0;2;0;1
Tanguá;2014;8;Interior;3;2;0;2
Teresópolis;2014;8;Interior;1;10;18;9
Trajano de Moraes;2014;8;Interior;1;1;0;3
Três Rios;2014;8;Interior;0;8;8;3
Valença;2014;8;Interior;0;5;5;3
Varre-Sai;2014;8;Interior;0;0;0;0
Vassouras;2014;8;Interior;0;3;1;0
Volta Redonda;2014;8;Interior;4;18;25;18
Angra dos Reis;2014;9;Interior;3;11;11;6
Aperibé;2014;9;Interior;0;0;0;0
Araruama;2014;9;Interior;2;18;10;10
Areal;2014;9;Interior;0;0;0;0
Armação dos Búzios;2014;9;Interior;1;1;8;0
Arraial do Cabo;2014;9;Interior;0;2;4;1
Barra do Piraí;2014;9;Interior;0;5;13;2
Barra Mansa;2014;9;Interior;0;8;23;4
Belford Roxo;2014;9;Baixada Fluminense;82;27;19;59
Bom Jardim;2014;9;Interior;0;1;0;1
Bom Jesus do Itabapoana;2014;9;Interior;1;1;3;2
Cabo Frio;2014;9;Interior;5;7;45;10
Cachoeiras de Macacu;2014;9;Interior;1;1;2;1
Cambuci;2014;9;Interior;0;0;0;0
Carapebus;2014;9;Interior;0;0;0;0
Comendador Levy Gasparian;2014;9;Interior;0;0;0;0
Campos dos Goytacazes;2014;9;Interior;15;39;56;35
Cantagalo;2014;9;Interior;0;1;2;1
Cardoso Moreira;2014;9;Interior;0;1;0;0
Carmo;2014;9;Interior;0;0;0;0
Casimiro de Abreu;2014;9;Interior;1;4;6;4
Conceição de Macabu;2014;9;Interior;0;0;1;0
Cordeiro;2014;9;Interior;0;1;0;2
Duas Barras;2014;9;Interior;0;2;0;1
Duque de Caxias;2014;9;Baixada Fluminense;244;89;50;173
Engenheiro Paulo de Frontin;2014;9;Interior;0;0;2;1
Guapimirim;2014;9;Baixada Fluminense;3;2;1;4
Iguaba Grande;2014;9;Interior;4;3;0;1
Itaboraí;2014;9;Interior;16;16;22;21
Itaguaí;2014;9;Baixada Fluminense;22;4;10;16
Italva;2014;9;Interior;0;0;0;0
Itaocara;2014;9;Interior;0;0;4;0
Itaperuna;2014;9;Interior;0;3;12;2
Itatiaia;2014;9;Interior;0;1;4;3
Japeri;2014;9;Baixada Fluminense;2;2;12;3
Laje do Muriaé;2014;9;Interior;0;0;0;0
Macaé;2014;9;Interior;21;15;31;18
Macuco;2014;9;Interior;0;0;0;0
Magé;2014;9;Baixada Fluminense;20;24;10;21
Mangaratiba;2014;9;Interior;2;8;2;5
Maricá;2014;9;Grande Niterói;9;11;4;12
Mendes;2014;9;Interior;0;1;4;1
Mesquita;2014;9;Baixada Fluminense;48;17;11;19
Miguel Pereira;2014;9;Interior;0;1;2;0
Miracema;2014;9;Interior;0;0;4;0
Natividade;2014;9;Interior;0;1;0;0
Nilópolis;2014;9;Baixada Fluminense;61;16;2;24
Niterói;2014;9;Grande Niterói;106;70;35;69
Nova Friburgo;2014;9;Interior;0;18;19;15
Nova Iguaçu;2014;9;Baixada Fluminense;221;61;45;101
Paracambi;2014;9;Baixada Fluminense;1;1;7;1
Paraíba do Sul;2014;9;Interior;0;1;8;0
Paraty;2014;9;Interior;0;2;7;1
Paty do Alferes;2014;9;Interior;0;0;0;0
Petrópolis;2014;9;Interior;0;11;27;5
Pinheiral;2014;9;Interior;0;0;2;0
Piraí;2014;9;Interior;0;0;8;1
Porciúncula;2014;9;Interior;0;2;3;0
Porto Real;2014;9;Interior;0;0;0;0
Quatis;2014;9;Interior;0;0;0;0
Queimados;2014;9;Baixada Fluminense;10;6;3;9
Quissamã;2014;9;Interior;0;3;1;1
Resende;2014;9;Interior;3;9;31;1
Rio Bonito;2014;9;Interior;1;7;7;2
Rio Claro;2014;9;Interior;0;0;1;0
Rio das Flores;2014;9;Interior;0;0;1;0
Rio das Ostras;2014;9;Interior;15;14;12;13
Rio de Janeiro;2014;9;Capital;972;600;273;894
Santa Maria Madalena;2014;9;Interior;0;0;0;1
Santo Antônio de Pádua;2014;9;Interior;0;4;6;5
São Francisco de Itabapoana;2014;9;Interior;0;2;0;0
São Fidélis;2014;9;Interior;1;1;5;3
São Gonçalo;2014;9;Grande Niterói;238;94;88;251
São João da Barra;2014;9;Interior;1;7;6;3
São João de Meriti;2014;9;Baixada Fluminense;110;24;24;72
São José de Ubá;2014;9;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;9;Interior;0;0;1;0
São Pedro da Aldeia;2014;9;Interior;2;8;14;4
São Sebastião do Alto;2014;9;Interior;0;0;0;0
Sapucaia;2014;9;Interior;0;0;1;0
Saquarema;2014;9;Interior;2;9;3;5
Seropédica;2014;9;Baixada Fluminense;17;5;7;9
Silva Jardim;2014;9;Interior;2;0;2;1
Sumidouro;2014;9;Interior;1;1;1;0
Tanguá;2014;9;Interior;3;4;4;2
Teresópolis;2014;9;Interior;1;9;16;4
Trajano de Moraes;2014;9;Interior;0;0;0;0
Três Rios;2014;9;Interior;0;4;10;2
Valença;2014;9;Interior;0;1;4;1
Varre-Sai;2014;9;Interior;0;0;0;0
Vassouras;2014;9;Interior;0;1;6;2
Volta Redonda;2014;9;Interior;0;18;44;10
Angra dos Reis;2014;10;Interior;1;6;17;5
Aperibé;2014;10;Interior;0;0;0;0
Araruama;2014;10;Interior;1;14;10;12
Areal;2014;10;Interior;0;0;0;0
Armação dos Búzios;2014;10;Interior;0;9;6;1
Arraial do Cabo;2014;10;Interior;0;2;4;1
Barra do Piraí;2014;10;Interior;1;3;13;4
Barra Mansa;2014;10;Interior;0;13;20;6
Belford Roxo;2014;10;Baixada Fluminense;87;23;21;92
Bom Jardim;2014;10;Interior;0;2;1;3
Bom Jesus do Itabapoana;2014;10;Interior;0;2;2;1
Cabo Frio;2014;10;Interior;7;12;27;17
Cachoeiras de Macacu;2014;10;Interior;0;2;5;1
Cambuci;2014;10;Interior;0;0;0;2
Carapebus;2014;10;Interior;0;0;0;0
Comendador Levy Gasparian;2014;10;Interior;0;0;0;0
Campos dos Goytacazes;2014;10;Interior;32;48;49;41
Cantagalo;2014;10;Interior;0;3;3;1
Cardoso Moreira;2014;10;Interior;0;1;5;0
Carmo;2014;10;Interior;0;1;0;1
Casimiro de Abreu;2014;10;Interior;4;0;5;4
Conceição de Macabu;2014;10;Interior;2;0;3;0
Cordeiro;2014;10;Interior;0;2;1;0
Duas Barras;2014;10;Interior;0;2;0;0
Duque de Caxias;2014;10;Baixada Fluminense;211;99;49;172
Engenheiro Paulo de Frontin;2014;10;Interior;0;1;4;0
Guapimirim;2014;10;Baixada Fluminense;4;3;11;2
Iguaba Grande;2014;10;Interior;1;5;1;1
Itaboraí;2014;10;Interior;18;24;23;20
Itaguaí;2014;10;Baixada Fluminense;22;12;7;12
Italva;2014;10;Interior;0;0;0;0
Itaocara;2014;10;Interior;0;0;2;0
Itaperuna;2014;10;Interior;0;2;17;2
Itatiaia;2014;10;Interior;0;0;5;2
Japeri;2014;10;Baixada Fluminense;2;1;7;3
Laje do Muriaé;2014;10;Interior;0;0;0;1
Macaé;2014;10;Interior;21;21;20;20
Macuco;2014;10;Interior;0;0;0;0
Magé;2014;10;Baixada Fluminense;12;22;10;21
Mangaratiba;2014;10;Interior;0;15;1;2
Maricá;2014;10;Grande Niterói;12;15;4;15
Mendes;2014;10;Interior;0;1;3;0
Mesquita;2014;10;Baixada Fluminense;42;17;7;30
Miguel Pereira;2014;10;Interior;0;2;7;1
Miracema;2014;10;Interior;0;0;8;0
Natividade;2014;10;Interior;0;0;1;1
Nilópolis;2014;10;Baixada Fluminense;46;16;2;21
Niterói;2014;10;Grande Niterói;76;91;38;70
Nova Friburgo;2014;10;Interior;2;11;25;9
Nova Iguaçu;2014;10;Baixada Fluminense;223;62;49;82
Paracambi;2014;10;Baixada Fluminense;1;0;6;1
Paraíba do Sul;2014;10;Interior;1;0;3;0
Paraty;2014;10;Interior;0;0;7;1
Paty do Alferes;2014;10;Interior;0;0;0;0
Petrópolis;2014;10;Interior;0;29;21;13
Pinheiral;2014;10;Interior;0;0;3;0
Piraí;2014;10;Interior;1;1;8;4
Porciúncula;2014;10;Interior;0;0;0;0
Porto Real;2014;10;Interior;0;1;3;0
Quatis;2014;10;Interior;0;0;0;0
Queimados;2014;10;Baixada Fluminense;13;3;2;5
Quissamã;2014;10;Interior;5;3;2;4
Resende;2014;10;Interior;0;8;10;5
Rio Bonito;2014;10;Interior;1;7;4;0
Rio Claro;2014;10;Interior;0;0;0;4
Rio das Flores;2014;10;Interior;0;0;0;0
Rio das Ostras;2014;10;Interior;15;19;18;14
Rio de Janeiro;2014;10;Capital;1031;627;320;809
Santa Maria Madalena;2014;10;Interior;0;0;0;0
Santo Antônio de Pádua;2014;10;Interior;1;2;4;1
São Francisco de Itabapoana;2014;10;Interior;0;0;3;0
São Fidélis;2014;10;Interior;1;1;2;0
São Gonçalo;2014;10;Grande Niterói;232;84;79;217
São João da Barra;2014;10;Interior;5;1;6;6
São João de Meriti;2014;10;Baixada Fluminense;136;36;21;60
São José de Ubá;2014;10;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;10;Interior;0;0;0;0
São Pedro da Aldeia;2014;10;Interior;6;3;11;6
São Sebastião do Alto;2014;10;Interior;0;0;0;0
Sapucaia;2014;10;Interior;0;1;3;0
Saquarema;2014;10;Interior;2;8;5;3
Seropédica;2014;10;Baixada Fluminense;7;1;6;6
Silva Jardim;2014;10;Interior;1;0;1;3
Sumidouro;2014;10;Interior;0;0;0;0
Tanguá;2014;10;Interior;3;1;2;1
Teresópolis;2014;10;Interior;0;14;19;6
Trajano de Moraes;2014;10;Interior;0;0;0;0
Três Rios;2014;10;Interior;0;2;7;4
Valença;2014;10;Interior;0;1;9;0
Varre-Sai;2014;10;Interior;0;0;0;0
Vassouras;2014;10;Interior;0;0;0;0
Volta Redonda;2014;10;Interior;0;11;40;8
Angra dos Reis;2014;11;Interior;3;11;13;9
Aperibé;2014;11;Interior;0;0;0;0
Araruama;2014;11;Interior;7;16;3;13
Areal;2014;11;Interior;0;0;0;0
Armação dos Búzios;2014;11;Interior;0;10;4;0
Arraial do Cabo;2014;11;Interior;1;3;3;1
Barra do Piraí;2014;11;Interior;1;2;14;2
Barra Mansa;2014;11;Interior;0;12;15;5
Belford Roxo;2014;11;Baixada Fluminense;74;15;16;61
Bom Jardim;2014;11;Interior;0;0;1;1
Bom Jesus do Itabapoana;2014;11;Interior;0;1;2;0
Cabo Frio;2014;11;Interior;11;21;37;10
Cachoeiras de Macacu;2014;11;Interior;1;2;1;3
Cambuci;2014;11;Interior;0;0;1;1
Carapebus;2014;11;Interior;0;0;0;0
Comendador Levy Gasparian;2014;11;Interior;0;0;0;0
Campos dos Goytacazes;2014;11;Interior;18;28;52;31
Cantagalo;2014;11;Interior;1;3;1;0
Cardoso Moreira;2014;11;Interior;0;1;0;0
Carmo;2014;11;Interior;0;0;1;1
Casimiro de Abreu;2014;11;Interior;3;1;2;0
Conceição de Macabu;2014;11;Interior;0;1;4;1
Cordeiro;2014;11;Interior;0;0;2;0
Duas Barras;2014;11;Interior;0;0;0;0
Duque de Caxias;2014;11;Baixada Fluminense;217;103;50;140
Engenheiro Paulo de Frontin;2014;11;Interior;0;0;1;0
Guapimirim;2014;11;Baixada Fluminense;7;5;1;3
Iguaba Grande;2014;11;Interior;1;1;1;0
Itaboraí;2014;11;Interior;30;14;21;17
Itaguaí;2014;11;Baixada Fluminense;29;10;10;11
Italva;2014;11;Interior;0;0;0;0
Itaocara;2014;11;Interior;0;0;2;1
Itaperuna;2014;11;Interior;1;5;12;7
Itatiaia;2014;11;Interior;0;0;7;1
Japeri;2014;11;Baixada Fluminense;2;3;7;5
Laje do Muriaé;2014;11;Interior;0;0;0;0
Macaé;2014;11;Interior;19;24;21;17
Macuco;2014;11;Interior;0;0;0;0
Magé;2014;11;Baixada Fluminense;16;13;8;10
Mangaratiba;2014;11;Interior;1;13;8;2
Maricá;2014;11;Grande Niterói;18;19;5;13
Mendes;2014;11;Interior;0;1;0;0
Mesquita;2014;11;Baixada Fluminense;36;13;16;15
Miguel Pereira;2014;11;Interior;0;2;2;2
Miracema;2014;11;Interior;0;0;2;0
Natividade;2014;11;Interior;0;1;2;1
Nilópolis;2014;11;Baixada Fluminense;52;12;3;13
Niterói;2014;11;Grande Niterói;125;92;38;84
Nova Friburgo;2014;11;Interior;0;10;20;8
Nova Iguaçu;2014;11;Baixada Fluminense;178;59;30;76
Paracambi;2014;11;Baixada Fluminense;0;0;3;2
Paraíba do Sul;2014;11;Interior;0;4;2;1
Paraty;2014;11;Interior;0;4;5;3
Paty do Alferes;2014;11;Interior;0;0;0;0
Petrópolis;2014;11;Interior;2;23;27;14
Pinheiral;2014;11;Interior;0;0;2;0
Piraí;2014;11;Interior;0;0;5;1
Porciúncula;2014;11;Interior;0;0;1;0
Porto Real;2014;11;Interior;0;1;0;1
Quatis;2014;11;Interior;0;0;0;0
Queimados;2014;11;Baixada Fluminense;6;10;6;4
Quissamã;2014;11;Interior;4;4;0;0
Resende;2014;11;Interior;0;8;16;6
Rio Bonito;2014;11;Interior;2;9;4;1
Rio Claro;2014;11;Interior;0;0;0;0
Rio das Flores;2014;11;Interior;0;0;1;0
Rio das Ostras;2014;11;Interior;7;18;11;15
Rio de Janeiro;2014;11;Capital;1172;596;355;752
Santa Maria Madalena;2014;11;Interior;0;0;0;0
Santo Antônio de Pádua;2014;11;Interior;0;5;4;4
São Francisco de Itabapoana;2014;11;Interior;0;6;1;4
São Fidélis;2014;11;Interior;1;1;1;0
São Gonçalo;2014;11;Grande Niterói;239;66;83;194
São João da Barra;2014;11;Interior;1;1;1;0
São João de Meriti;2014;11;Baixada Fluminense;106;33;29;65
São José de Ubá;2014;11;Interior;0;0;0;0
São José do Vale do Rio Preto;2014;11;Interior;0;0;3;1
São Pedro da Aldeia;2014;11;Interior;3;6;12;4
São Sebastião do Alto;2014;11;Interior;0;0;0;0
Sapucaia;2014;11;Interior;0;0;2;0
Saquarema;2014;11;Interior;1;11;1;8
Seropédica;2014;11;Baixada Fluminense;11;2;3;1
Silva Jardim;2014;11;Interior;0;2;4;2
Sumidouro;2014;11;Interior;1;0;0;0
Tanguá;2014;11;Interior;3;2;3;2
Teresópolis;2014;11;Interior;1;14;22;8
Trajano de Moraes;2014;11;Interior;0;1;1;0
Três Rios;2014;11;Interior;1;4;7;1
Valença;2014;11;Interior;0;0;1;0
Varre-Sai;2014;11;Interior;0;0;0;0
Vassouras;2014;11;Interior;0;1;1;0
Volta Redonda;2014;11;Interior;0;18;32;12
Angra dos Reis;2014;12;Interior;6;8;11;9
Aperibé;2014;12;Interior;0;0;0;0
Araruama;2014;12;Interior;2;8;11;10
Areal;2014;12;Interior;0;0;0;0
Armação dos Búzios;2014;12;Interior;3;9;8;1
Arraial do Cabo;2014;12;Interior;0;1;2;0
Barra do Piraí;2014;12;Interior;0;2;6;1
Barra Mansa;2014;12;Interior;0;15;12;11
Belford Roxo;2014;12;Baixada Fluminense;109;27;23;80
Bom Jardim;2014;12;Interior;0;0;0;1
Bom Jesus do Itabapoana;2014;12;Interior;0;1;5;1
Cabo Frio;2014;12;Interior;7;34;46;12
Cachoeiras de Macacu;2014;12;Interior;1;1;4;1
Cambuci;2014;12;Interior;0;1;0;0
Carapebus;2014;12;Interior;0;0;0;0
Comendador Levy Gasparian;2014;12;Interior;0;0;0;0
Campos dos Goytacazes;2014;12;Interior;33;42;52;30
Cantagalo;2014;12;Interior;1;1;0;3
Cardoso Moreira;2014;12;Interior;0;1;5;1
Carmo;2014;12;Interior;0;0;0;0
Casimiro de Abreu;2014;12;Interior;2;2;3;4
Conceição de Macabu;2014;12;Interior;1;0;2;0
Cordeiro;2014;12;Interior;0;1;2;1
Duas Barras;2014;12;Interior;0;0;0;0
Duque de Caxias;2014;12;Baixada Fluminense;242;120;44;140
Engenheiro Paulo de Frontin;2014;12;Interior;0;0;1;0
Guapimirim;2014;12;Baixada Fluminense;9;4;0;2
Iguaba Grande;2014;12;Interior;1;1;0;7
Itaboraí;2014;12;Interior;38;21;22;25
Itaguaí;2014;12;Baixada Fluminense;36;12;10;12
Italva;2014;12;Interior;0;0;0;0
Itaocara;2014;12;Interior;0;5;0;4
Itaperuna;2014;12;Interior;0;0;13;2
Itatiaia;2014;12;Interior;0;0;4;0
Japeri;2014;12;Baixada Fluminense;1;1;10;2
Laje do Muriaé;2014;12;Interior;0;0;1;0
Macaé;2014;12;Interior;30;18;28;24
Macuco;2014;12;Interior;0;0;0;0
Magé;2014;12;Baixada Fluminense;17;24;10;12
Mangaratiba;2014;12;Interior;2;13;1;4
Maricá;2014;12;Grande Niterói;13;19;4;16
Mendes;2014;12;Interior;0;0;2;0
Mesquita;2014;12;Baixada Fluminense;44;18;2;28
Miguel Pereira;2014;12;Interior;0;2;2;3
Miracema;2014;12;Interior;0;0;1;1
Natividade;2014;12;Interior;0;1;1;0
Nilópolis;2014;12;Baixada Fluminense;75;15;3;32
Niterói;2014;12;Grande Niterói;132;78;28;99
Nova Friburgo;2014;12;Interior;0;12;30;3
Nova Iguaçu;2014;12;Baixada Fluminense;220;64;37;106
Paracambi;2014;12;Baixada Fluminense;2;0;2;0
Paraíba do Sul;2014;12;Interior;0;2;1;0
Paraty;2014;12;Interior;0;1;3;2
Paty do Alferes;2014;12;Interior;0;0;0;0
Petrópolis;2014;12;Interior;1;27;22;9
Pinheiral;2014;12;Interior;0;2;2;0
Piraí;2014;12;Interior;0;1;4;1
Porciúncula;2014;12;Interior;0;2;1;3
Porto Real;2014;12;Interior;0;0;7;3
Quatis;2014;12;Interior;0;0;0;0
Queimados;2014;12;Baixada Fluminense;4;6;4;11
Quissamã;2014;12;Interior;1;3;1;3
Resende;2014;12;Interior;0;5;16;2
